"1|35058|6|86|16122021","2021-12-16T07:50:00+01:00",52.511135,13.498499
"1|37938|6|86|16122021","2021-12-16T07:50:00+01:00",52.510676,13.498355
"1|44827|1|86|16122021","2021-12-16T07:50:00+01:00",52.510676,13.498355
"1|862|0|86|16122021","2021-12-16T07:51:00+01:00",52.510676,13.498355
"1|38244|3|86|16122021","2021-12-16T07:51:00+01:00",52.510676,13.498355
"1|19596|4|86|16122021","2021-12-16T07:52:00+01:00",52.510389,13.49947
"1|16861|5|86|16122021","2021-12-16T07:53:00+01:00",52.510389,13.49947
"1|7426|1|86|16122021","2021-12-16T07:53:00+01:00",52.510389,13.49947
"1|37736|2|86|16122021","2021-12-16T07:53:00+01:00",52.510676,13.498355
"1|38252|3|86|16122021","2021-12-16T07:53:00+01:00",52.510676,13.498355
"1|18029|3|86|16122021","2021-12-16T07:54:00+01:00",52.511953,13.497654
"1|35158|3|86|16122021","2021-12-16T07:54:00+01:00",52.511135,13.498499
"1|35060|1|86|16122021","2021-12-16T07:55:00+01:00",52.511135,13.498499
"1|18061|5|86|16122021","2021-12-16T07:56:00+01:00",52.511953,13.497654
"1|38178|2|86|16122021","2021-12-16T07:56:00+01:00",52.510676,13.498355
"1|16815|4|86|16122021","2021-12-16T07:57:00+01:00",52.510389,13.49947
"1|44836|1|86|16122021","2021-12-16T07:57:00+01:00",52.510676,13.498355
"1|38103|1|86|16122021","2021-12-16T07:58:00+01:00",52.510676,13.498355
"1|35057|7|86|16122021","2021-12-16T07:59:00+01:00",52.511135,13.498499
"1|35156|8|86|16122021","2021-12-16T07:59:00+01:00",52.511135,13.498499
"1|31123|6|86|16122021","2021-12-16T08:00:00+01:00",52.511953,13.497654
"1|37783|5|86|16122021","2021-12-16T08:01:00+01:00",52.510676,13.498355
"1|16861|6|86|16122021","2021-12-16T08:04:00+01:00",52.510389,13.49947
"1|35131|3|86|16122021","2021-12-16T08:40:00+01:00",52.511135,13.498499
"1|31123|8|86|16122021","2021-12-16T08:40:00+01:00",52.511953,13.497654
"1|37774|0|86|16122021","2021-12-16T08:40:00+01:00",52.510676,13.498355
"1|16862|0|86|16122021","2021-12-16T08:41:00+01:00",52.510389,13.49947
"1|35071|0|86|16122021","2021-12-16T08:41:00+01:00",52.511135,13.498499
"1|38284|9|86|16122021","2021-12-16T08:41:00+01:00",52.510676,13.498355
