ID, created_at, vehicle, latitude, longitude, 52.508002, 13.498380
"1ad67dde-f64a-4f7e-87b8-207ee8892114","2021-12-13T11:11:23Z","escooter",52.507992,13.497165, 52.508002, 13.496743
"5b96967e-1c7d-483c-b053-075875cb7851","2021-12-13T11:11:05Z","escooter",52.51026,13.499302, 52.509312, 13.498380
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T11:15:10Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T11:13:55Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"1ad67dde-f64a-4f7e-87b8-207ee8892114","2021-12-13T12:41:28Z","escooter",52.507992,13.497165, 52.508002, 13.496743
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T12:45:16Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"5b96967e-1c7d-483c-b053-075875cb7851","2021-12-13T12:41:11Z","escooter",52.51026,13.499302, 52.509312, 13.498380
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T12:44:00Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T13:35:37Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"1ad67dde-f64a-4f7e-87b8-207ee8892114","2021-12-13T13:31:31Z","escooter",52.507992,13.497165, 52.508002, 13.496743
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T13:36:58Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"5b96967e-1c7d-483c-b053-075875cb7851","2021-12-13T13:36:37Z","escooter",52.51026,13.499302, 52.509312, 13.498380
"1ad67dde-f64a-4f7e-87b8-207ee8892114","2021-12-13T15:41:39Z","escooter",52.507992,13.497165, 52.508002, 13.496743
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T15:45:26Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T15:44:11Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T17:45:34Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T17:44:18Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T18:44:22Z","escooter",52.510022,13.499678, 52.509312, 13.500017
ID, created_at, vehicle, latitude, longitude, 52.508002, 13.498380
"1ad67dde-f64a-4f7e-87b8-207ee8892114","2021-12-13T11:11:23Z","escooter",52.507992,13.497165, 52.508002, 13.496743
"5b96967e-1c7d-483c-b053-075875cb7851","2021-12-13T11:11:05Z","escooter",52.51026,13.499302, 52.509312, 13.498380
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T11:15:10Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T11:13:55Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"1ad67dde-f64a-4f7e-87b8-207ee8892114","2021-12-13T12:41:28Z","escooter",52.507992,13.497165, 52.508002, 13.496743
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T12:45:16Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"5b96967e-1c7d-483c-b053-075875cb7851","2021-12-13T12:41:11Z","escooter",52.51026,13.499302, 52.509312, 13.498380
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T12:44:00Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T13:35:37Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"1ad67dde-f64a-4f7e-87b8-207ee8892114","2021-12-13T13:31:31Z","escooter",52.507992,13.497165, 52.508002, 13.496743
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T13:36:58Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"5b96967e-1c7d-483c-b053-075875cb7851","2021-12-13T13:36:37Z","escooter",52.51026,13.499302, 52.509312, 13.498380
"1ad67dde-f64a-4f7e-87b8-207ee8892114","2021-12-13T15:41:39Z","escooter",52.507992,13.497165, 52.508002, 13.496743
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T15:45:26Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T15:44:11Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"5d750659-184e-4770-9442-44e4e43c7043","2021-12-13T17:45:34Z","escooter",52.509057,13.497724, 52.509312, 13.496743
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T17:44:18Z","escooter",52.510022,13.499678, 52.509312, 13.500017
"906376fc-3fcc-44e9-a7e1-d2618f38eaeb","2021-12-13T18:44:22Z","escooter",52.510022,13.499678, 52.509312, 13.500017
