ID, created_at, vehicle, latitude, longitude, 52.508002, 13.496743
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-10T06:47:57Z","escooter",52.508254,13.49909, 52.508002, 13.498380
"18520d6c-e354-4db3-941c-097fc8b1f9b9","2021-12-10T06:48:58Z","escooter",52.510252,13.499248, 52.509312, 13.498380
"e4d5fc0d-9461-4e67-bbce-852295c7889f","2021-12-10T06:44:43Z","escooter",52.510204,13.498128, 52.509312, 13.498380
"68cc98fa-865e-46d8-a652-f3632c382bd6","2021-12-10T06:51:22Z","escooter",52.507869,13.497252, 52.508002, 13.496743
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-10T06:47:13Z","escooter",52.508953,13.497402, 52.508002, 13.496743
"44e4baaf-aae5-4f10-9dad-093d51ba1324","2021-12-10T06:47:52Z","escooter",52.507994,13.497233, 52.508002, 13.496743
"44e4baaf-aae5-4f10-9dad-093d51ba1324","2021-12-10T07:37:55Z","escooter",52.507994,13.497233, 52.508002, 13.496743
"18520d6c-e354-4db3-941c-097fc8b1f9b9","2021-12-10T07:39:01Z","escooter",52.510252,13.499248, 52.509312, 13.498380
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-10T07:40:52Z","escooter",52.508254,13.49909, 52.508002, 13.498380
"e4d5fc0d-9461-4e67-bbce-852295c7889f","2021-12-10T07:40:02Z","escooter",52.510204,13.498128, 52.509312, 13.498380
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-10T07:37:16Z","escooter",52.508953,13.497402, 52.508002, 13.496743
"68cc98fa-865e-46d8-a652-f3632c382bd6","2021-12-10T07:38:53Z","escooter",52.507869,13.497252, 52.508002, 13.496743
"44e4baaf-aae5-4f10-9dad-093d51ba1324","2021-12-10T08:38:23Z","escooter",52.507994,13.497233, 52.508002, 13.496743
"e4d5fc0d-9461-4e67-bbce-852295c7889f","2021-12-10T08:44:50Z","escooter",52.510204,13.498128, 52.509312, 13.498380
"18520d6c-e354-4db3-941c-097fc8b1f9b9","2021-12-10T08:39:04Z","escooter",52.510252,13.499248, 52.509312, 13.498380
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-10T08:47:20Z","escooter",52.508953,13.497402, 52.508002, 13.496743
"68cc98fa-865e-46d8-a652-f3632c382bd6","2021-12-10T08:38:56Z","escooter",52.507869,13.497252, 52.508002, 13.496743
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-10T08:38:03Z","escooter",52.508254,13.49909, 52.508002, 13.498380
"e4d5fc0d-9461-4e67-bbce-852295c7889f","2021-12-10T09:44:53Z","escooter",52.510204,13.498128, 52.509312, 13.498380
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-10T09:40:52Z","escooter",52.508254,13.49909, 52.508002, 13.498380
"44e4baaf-aae5-4f10-9dad-093d51ba1324","2021-12-10T09:38:02Z","escooter",52.507994,13.497233, 52.508002, 13.496743
"68cc98fa-865e-46d8-a652-f3632c382bd6","2021-12-10T09:39:01Z","escooter",52.507869,13.497252, 52.508002, 13.496743
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-10T09:37:23Z","escooter",52.508953,13.497402, 52.508002, 13.496743
"18520d6c-e354-4db3-941c-097fc8b1f9b9","2021-12-10T09:39:08Z","escooter",52.510252,13.499248, 52.509312, 13.498380
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-10T13:28:21Z","escooter",52.508254,13.49909, 52.508002, 13.498380
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-10T13:27:37Z","escooter",52.508953,13.497402, 52.508002, 13.496743
"18520d6c-e354-4db3-941c-097fc8b1f9b9","2021-12-10T13:29:22Z","escooter",52.510252,13.499248, 52.509312, 13.498380
"68cc98fa-865e-46d8-a652-f3632c382bd6","2021-12-10T13:29:14Z","escooter",52.507869,13.497252, 52.508002, 13.496743
"44e4baaf-aae5-4f10-9dad-093d51ba1324","2021-12-10T13:28:16Z","escooter",52.507994,13.497233, 52.508002, 13.496743
"bae34df9-c0ba-42ab-aa95-9f9a258518a0","2021-12-10T13:29:39Z","escooter",52.510243,13.499267, 52.509312, 13.498380
"18520d6c-e354-4db3-941c-097fc8b1f9b9","2021-12-10T14:19:25Z","escooter",52.510252,13.499248, 52.509312, 13.498380
"bae34df9-c0ba-42ab-aa95-9f9a258518a0","2021-12-10T14:19:41Z","escooter",52.510243,13.499267, 52.509312, 13.498380
"44e4baaf-aae5-4f10-9dad-093d51ba1324","2021-12-10T14:18:19Z","escooter",52.507994,13.497233, 52.508002, 13.496743
"68cc98fa-865e-46d8-a652-f3632c382bd6","2021-12-10T14:19:17Z","escooter",52.507869,13.497252, 52.508002, 13.496743
"296933b6-7ee1-4ec5-b49b-15e6e170099c","2021-12-10T14:17:40Z","escooter",52.508953,13.497402, 52.508002, 13.496743
"666d21d0-af27-4a89-a790-489b963b7603","2021-12-10T14:18:24Z","escooter",52.508254,13.49909, 52.508002, 13.498380
