ID, created_at, vehicle, latitude, longitude, 52.509312, 13.500017
"cc60a5f7-eedf-40f5-adfc-0326b4272b66","2021-12-14T06:47:19Z","escooter",52.510274,13.499298, 52.509312, 13.498380
"bae34df9-c0ba-42ab-aa95-9f9a258518a0","2021-12-14T06:45:01Z","escooter",52.510298,13.49918, 52.509312, 13.498380
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-14T06:39:36Z","escooter",52.510193,13.499248, 52.509312, 13.498380
"a4afaea3-2a63-4548-aa19-07bd63b0dd65","2021-12-14T06:47:51Z","escooter",52.510263,13.499263, 52.509312, 13.498380
"b6021e22-8aa5-4c25-89dd-4272a0509545","2021-12-14T06:46:50Z","escooter",52.508899,13.497476, 52.508002, 13.496743
"bae34df9-c0ba-42ab-aa95-9f9a258518a0","2021-12-14T07:35:04Z","escooter",52.510298,13.49918, 52.509312, 13.498380
"cc60a5f7-eedf-40f5-adfc-0326b4272b66","2021-12-14T07:37:22Z","escooter",52.510274,13.499298, 52.509312, 13.498380
"b6021e22-8aa5-4c25-89dd-4272a0509545","2021-12-14T07:36:53Z","escooter",52.508899,13.497476, 52.508002, 13.496743
"a4afaea3-2a63-4548-aa19-07bd63b0dd65","2021-12-14T07:37:54Z","escooter",52.510263,13.499263, 52.509312, 13.498380
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-14T07:39:40Z","escooter",52.510193,13.499248, 52.509312, 13.498380
"b6021e22-8aa5-4c25-89dd-4272a0509545","2021-12-14T08:36:56Z","escooter",52.508899,13.497476, 52.508002, 13.496743
"a4afaea3-2a63-4548-aa19-07bd63b0dd65","2021-12-14T08:37:57Z","escooter",52.510263,13.499263, 52.509312, 13.498380
"bae34df9-c0ba-42ab-aa95-9f9a258518a0","2021-12-14T08:45:08Z","escooter",52.510298,13.49918, 52.509312, 13.498380
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-14T08:40:54Z","escooter",52.510193,13.499248, 52.509312, 13.498380
"cc60a5f7-eedf-40f5-adfc-0326b4272b66","2021-12-14T08:37:26Z","escooter",52.510274,13.499298, 52.509312, 13.498380
"fae6e5a8-2a99-444b-9a65-470109b5a911","2021-12-14T08:44:41Z","escooter",52.509851,13.497889, 52.509312, 13.498380
"a4afaea3-2a63-4548-aa19-07bd63b0dd65","2021-12-14T09:38:01Z","escooter",52.510263,13.499263, 52.509312, 13.498380
"bae34df9-c0ba-42ab-aa95-9f9a258518a0","2021-12-14T09:35:11Z","escooter",52.510298,13.49918, 52.509312, 13.498380
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-14T09:39:47Z","escooter",52.510193,13.499248, 52.509312, 13.498380
"cc60a5f7-eedf-40f5-adfc-0326b4272b66","2021-12-14T09:37:29Z","escooter",52.510274,13.499298, 52.509312, 13.498380
"b6021e22-8aa5-4c25-89dd-4272a0509545","2021-12-14T09:37:00Z","escooter",52.508899,13.497476, 52.508002, 13.496743
"fae6e5a8-2a99-444b-9a65-470109b5a911","2021-12-14T09:34:44Z","escooter",52.50986,13.497903, 52.509312, 13.498380
"a4afaea3-2a63-4548-aa19-07bd63b0dd65","2021-12-14T12:28:11Z","escooter",52.510263,13.499263, 52.509312, 13.498380
"b6021e22-8aa5-4c25-89dd-4272a0509545","2021-12-14T12:27:10Z","escooter",52.508899,13.497476, 52.508002, 13.496743
"cc60a5f7-eedf-40f5-adfc-0326b4272b66","2021-12-14T12:27:40Z","escooter",52.510274,13.499298, 52.509312, 13.498380
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-14T12:29:57Z","escooter",52.510193,13.499248, 52.509312, 13.498380
"fae6e5a8-2a99-444b-9a65-470109b5a911","2021-12-14T12:34:55Z","escooter",52.50986,13.497903, 52.509312, 13.498380
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-14T15:40:09Z","escooter",52.510193,13.499248, 52.509312, 13.498380
"cc60a5f7-eedf-40f5-adfc-0326b4272b66","2021-12-14T15:37:51Z","escooter",52.510274,13.499298, 52.509312, 13.498380
"b6021e22-8aa5-4c25-89dd-4272a0509545","2021-12-14T15:37:22Z","escooter",52.508899,13.497476, 52.508002, 13.496743
"a4afaea3-2a63-4548-aa19-07bd63b0dd65","2021-12-14T15:38:23Z","escooter",52.510263,13.499263, 52.509312, 13.498380
"595449dc-59b8-400c-9d8c-ae03cab9163b","2021-12-14T15:43:29Z","escooter",52.510323,13.499729, 52.510622, 13.500017
"a4afaea3-2a63-4548-aa19-07bd63b0dd65","2021-12-14T17:38:30Z","escooter",52.510263,13.499263, 52.509312, 13.498380
"b6021e22-8aa5-4c25-89dd-4272a0509545","2021-12-14T17:40:18Z","escooter",52.508899,13.497476, 52.508002, 13.496743
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-14T17:40:16Z","escooter",52.510193,13.499248, 52.509312, 13.498380
"595449dc-59b8-400c-9d8c-ae03cab9163b","2021-12-14T17:33:35Z","escooter",52.510323,13.499729, 52.510622, 13.500017
"cc60a5f7-eedf-40f5-adfc-0326b4272b66","2021-12-14T17:37:58Z","escooter",52.510274,13.499298, 52.509312, 13.498380
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-14T18:40:20Z","escooter",52.510193,13.499248, 52.509312, 13.498380
"cc60a5f7-eedf-40f5-adfc-0326b4272b66","2021-12-14T18:48:02Z","escooter",52.510274,13.499298, 52.509312, 13.498380
"b6021e22-8aa5-4c25-89dd-4272a0509545","2021-12-14T18:47:33Z","escooter",52.508899,13.497476, 52.508002, 13.496743
"595449dc-59b8-400c-9d8c-ae03cab9163b","2021-12-14T18:43:39Z","escooter",52.510323,13.499729, 52.510622, 13.500017
"a4afaea3-2a63-4548-aa19-07bd63b0dd65","2021-12-14T18:48:34Z","escooter",52.510263,13.499263, 52.509312, 13.498380
