"2021-12-14T06:47:19Z","escooter",52.510274,13.499298
"2021-12-14T06:45:01Z","escooter",52.510298,13.49918
"2021-12-14T06:39:36Z","escooter",52.510193,13.499248
"2021-12-14T06:47:51Z","escooter",52.510263,13.499263
"2021-12-14T06:46:50Z","escooter",52.508899,13.497476
"2021-12-14T07:35:04Z","escooter",52.510298,13.49918
"2021-12-14T07:37:22Z","escooter",52.510274,13.499298
"2021-12-14T07:36:53Z","escooter",52.508899,13.497476
"2021-12-14T07:37:54Z","escooter",52.510263,13.499263
"2021-12-14T07:39:40Z","escooter",52.510193,13.499248
"2021-12-14T08:36:56Z","escooter",52.508899,13.497476
"2021-12-14T08:37:57Z","escooter",52.510263,13.499263
"2021-12-14T08:45:08Z","escooter",52.510298,13.49918
"2021-12-14T08:40:54Z","escooter",52.510193,13.499248
"2021-12-14T08:37:26Z","escooter",52.510274,13.499298
"2021-12-14T08:44:41Z","escooter",52.509851,13.497889
"2021-12-14T09:38:01Z","escooter",52.510263,13.499263
"2021-12-14T09:35:11Z","escooter",52.510298,13.49918
"2021-12-14T09:39:47Z","escooter",52.510193,13.499248
"2021-12-14T09:37:29Z","escooter",52.510274,13.499298
"2021-12-14T09:37:00Z","escooter",52.508899,13.497476
"2021-12-14T09:34:44Z","escooter",52.50986,13.497903
"2021-12-14T12:28:11Z","escooter",52.510263,13.499263
"2021-12-14T12:27:10Z","escooter",52.508899,13.497476
"2021-12-14T12:27:40Z","escooter",52.510274,13.499298
"2021-12-14T12:29:57Z","escooter",52.510193,13.499248
"2021-12-14T12:34:55Z","escooter",52.50986,13.497903
"2021-12-14T15:40:09Z","escooter",52.510193,13.499248
"2021-12-14T15:37:51Z","escooter",52.510274,13.499298
"2021-12-14T15:37:22Z","escooter",52.508899,13.497476
"2021-12-14T15:38:23Z","escooter",52.510263,13.499263
"2021-12-14T15:43:29Z","escooter",52.510323,13.499729
"2021-12-14T17:38:30Z","escooter",52.510263,13.499263
"2021-12-14T17:40:18Z","escooter",52.508899,13.497476
"2021-12-14T17:40:16Z","escooter",52.510193,13.499248
"2021-12-14T17:33:35Z","escooter",52.510323,13.499729
"2021-12-14T17:37:58Z","escooter",52.510274,13.499298
"2021-12-14T18:40:20Z","escooter",52.510193,13.499248
"2021-12-14T18:48:02Z","escooter",52.510274,13.499298
"2021-12-14T18:47:33Z","escooter",52.508899,13.497476
"2021-12-14T18:43:39Z","escooter",52.510323,13.499729
"2021-12-14T18:48:34Z","escooter",52.510263,13.499263
