"595449dc-59b8-400c-9d8c-ae03cab9163b","2021-12-16T06:45:49Z","escooter",52.510323,13.499729
"3a590751-72a3-4f8b-90cb-d7f638b5756e","2021-12-16T06:48:13Z","escooter",52.510272,13.499283
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-16T06:50:02Z","escooter",52.510325,13.499315
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-16T06:48:52Z","escooter",52.510193,13.499248
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-16T07:32:33Z","escooter",52.510193,13.499248
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-16T07:40:05Z","escooter",52.510325,13.499315
"595449dc-59b8-400c-9d8c-ae03cab9163b","2021-12-16T07:35:53Z","escooter",52.510323,13.499729
"3a590751-72a3-4f8b-90cb-d7f638b5756e","2021-12-16T07:38:16Z","escooter",52.510272,13.499283
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-16T08:40:09Z","escooter",52.510325,13.499315
"595449dc-59b8-400c-9d8c-ae03cab9163b","2021-12-16T08:45:57Z","escooter",52.510323,13.499729
"3a590751-72a3-4f8b-90cb-d7f638b5756e","2021-12-16T08:42:31Z","escooter",52.510272,13.499283
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-16T08:42:37Z","escooter",52.510193,13.499248
"595449dc-59b8-400c-9d8c-ae03cab9163b","2021-12-16T09:36:00Z","escooter",52.510323,13.499729
"3a590751-72a3-4f8b-90cb-d7f638b5756e","2021-12-16T09:38:31Z","escooter",52.510272,13.499283
"71bbaa4a-0a28-4295-8f35-74981cc057e8","2021-12-16T09:42:41Z","escooter",52.510193,13.499248
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-16T09:40:12Z","escooter",52.510325,13.499315
"7ec6cd93-b8cb-4e1f-8741-8916365c07ae","2021-12-16T15:46:48Z","escooter",52.509135,13.497887
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-16T15:46:28Z","escooter",52.510325,13.499315
"d657eaec-c4e2-4985-987f-ce7d80cbc963","2021-12-16T15:38:55Z","escooter",52.509579,13.498738
"595449dc-59b8-400c-9d8c-ae03cab9163b","2021-12-16T15:46:22Z","escooter",52.510323,13.499729
"8a076557-b407-42fe-ad34-754201633dd8","2021-12-16T15:46:00Z","escooter",52.508122,13.49647
"3a590751-72a3-4f8b-90cb-d7f638b5756e","2021-12-16T15:38:45Z","escooter",52.509701,13.497804
"d657eaec-c4e2-4985-987f-ce7d80cbc963","2021-12-16T17:38:06Z","escooter",52.509579,13.498738
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-16T17:40:41Z","escooter",52.510325,13.499315
"a31beba0-a9ab-491a-a688-7aeaedcd4912","2021-12-16T17:45:56Z","escooter",52.508778,13.497475
"8a076557-b407-42fe-ad34-754201633dd8","2021-12-16T17:46:07Z","escooter",52.508122,13.49647
"3a590751-72a3-4f8b-90cb-d7f638b5756e","2021-12-16T17:38:53Z","escooter",52.509701,13.497804
"3a590751-72a3-4f8b-90cb-d7f638b5756e","2021-12-16T18:45:36Z","escooter",52.509701,13.497804
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-16T18:42:29Z","escooter",52.510325,13.499315
"155a87db-f87f-465a-83ac-f677c9e0434a","2021-12-16T18:44:10Z","escooter",52.510033,13.498092
"8a076557-b407-42fe-ad34-754201633dd8","2021-12-16T18:46:11Z","escooter",52.508122,13.49647
"d657eaec-c4e2-4985-987f-ce7d80cbc963","2021-12-16T18:48:10Z","escooter",52.509579,13.498738
