"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-21T06:47:33Z","escooter",52.508203,13.495939
"10dfeefd-665b-442d-b46a-991fe02f16c8","2021-12-21T06:43:39Z","escooter",52.510171,13.498376
"19c34c28-cc45-4fde-abf9-12dcaa57d8fd","2021-12-21T06:43:55Z","escooter",52.510261,13.499233
"657eb0d2-2b47-4024-8e2d-5f6722bc9952","2021-12-21T06:48:45Z","escooter",52.509041,13.497655
"779c8d09-e1cc-47f5-be54-645ee16f3d42","2021-12-21T06:49:08Z","escooter",52.510207,13.499287
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-21T06:41:51Z","escooter",52.508198,13.495651
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-21T07:37:36Z","escooter",52.508203,13.495939
"779c8d09-e1cc-47f5-be54-645ee16f3d42","2021-12-21T07:34:34Z","escooter",52.510207,13.499287
"657eb0d2-2b47-4024-8e2d-5f6722bc9952","2021-12-21T07:38:48Z","escooter",52.509041,13.497655
"10dfeefd-665b-442d-b46a-991fe02f16c8","2021-12-21T07:33:34Z","escooter",52.510171,13.498376
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-21T07:31:54Z","escooter",52.508198,13.495651
"19c34c28-cc45-4fde-abf9-12dcaa57d8fd","2021-12-21T07:33:58Z","escooter",52.510261,13.499233
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-21T08:47:40Z","escooter",52.508203,13.495939
"779c8d09-e1cc-47f5-be54-645ee16f3d42","2021-12-21T08:44:38Z","escooter",52.510207,13.499287
"10dfeefd-665b-442d-b46a-991fe02f16c8","2021-12-21T08:47:40Z","escooter",52.510171,13.498376
"657eb0d2-2b47-4024-8e2d-5f6722bc9952","2021-12-21T08:38:52Z","escooter",52.509041,13.497655
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-21T08:46:52Z","escooter",52.508198,13.495651
"19c34c28-cc45-4fde-abf9-12dcaa57d8fd","2021-12-21T08:44:02Z","escooter",52.510261,13.499233
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-21T09:37:43Z","escooter",52.508203,13.495939
"10dfeefd-665b-442d-b46a-991fe02f16c8","2021-12-21T09:43:42Z","escooter",52.510171,13.498376
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-21T09:42:02Z","escooter",52.508198,13.495651
"19c34c28-cc45-4fde-abf9-12dcaa57d8fd","2021-12-21T09:44:06Z","escooter",52.510261,13.499233
"779c8d09-e1cc-47f5-be54-645ee16f3d42","2021-12-21T09:34:41Z","escooter",52.510207,13.499287
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-21T15:38:05Z","escooter",52.508203,13.495939
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-21T15:47:48Z","escooter",52.507894,13.497268
"19c34c28-cc45-4fde-abf9-12dcaa57d8fd","2021-12-21T15:44:28Z","escooter",52.510261,13.499233
"779c8d09-e1cc-47f5-be54-645ee16f3d42","2021-12-21T15:45:03Z","escooter",52.510207,13.499287
"d07de981-e127-4cc9-9610-768b16c63fe6","2021-12-21T15:46:05Z","escooter",52.508035,13.498909
"a1737ba1-0768-47ee-9614-9ad5f797afbd","2021-12-21T15:46:28Z","escooter",52.509346,13.499635
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-21T17:42:40Z","escooter",52.508203,13.495939
"19c34c28-cc45-4fde-abf9-12dcaa57d8fd","2021-12-21T17:44:35Z","escooter",52.510261,13.499233
"779c8d09-e1cc-47f5-be54-645ee16f3d42","2021-12-21T17:45:10Z","escooter",52.510207,13.499287
"a1737ba1-0768-47ee-9614-9ad5f797afbd","2021-12-21T17:46:28Z","escooter",52.509283,13.499566
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-21T17:47:56Z","escooter",52.507894,13.497268
"c3b22287-5561-419c-b48d-ad56fd9fdd25","2021-12-21T17:44:46Z","escooter",52.509364,13.497617
"d07de981-e127-4cc9-9610-768b16c63fe6","2021-12-21T17:46:12Z","escooter",52.508019,13.49888
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-21T18:48:17Z","escooter",52.508203,13.495939
"d07de981-e127-4cc9-9610-768b16c63fe6","2021-12-21T18:46:16Z","escooter",52.508019,13.49888
"19c34c28-cc45-4fde-abf9-12dcaa57d8fd","2021-12-21T18:44:39Z","escooter",52.510261,13.499233
"a1737ba1-0768-47ee-9614-9ad5f797afbd","2021-12-21T18:46:29Z","escooter",52.509342,13.49961
"552e17a5-2eea-4011-ba9f-494dd45e7af1","2021-12-21T18:47:59Z","escooter",52.507894,13.497268
