ID, created_at, vehicle, latitude, longitude
"3623f3a0-3bdf-40b3-972e-a7708fb92001","2023-11-19T05:31:37Z","escooter",52.508006,13.497217
"e3cb8a75-6f71-43de-949d-05b78531a407","2023-11-19T06:29:04Z","escooter",52.508537,13.499256
"3623f3a0-3bdf-40b3-972e-a7708fb92001","2023-11-19T07:23:38Z","escooter",52.508006,13.497217
"e3cb8a75-6f71-43de-949d-05b78531a407","2023-11-19T07:33:04Z","escooter",52.508537,13.499256
"3623f3a0-3bdf-40b3-972e-a7708fb92001","2023-11-19T08:27:37Z","escooter",52.508006,13.497217
"e3cb8a75-6f71-43de-949d-05b78531a407","2023-11-19T07:33:04Z","escooter",52.508537,13.499256
"3623f3a0-3bdf-40b3-972e-a7708fb92001","2023-11-19T09:35:37Z","escooter",52.508006,13.497217
"e3cb8a75-6f71-43de-949d-05b78531a407","2023-11-19T08:49:04Z","escooter",52.508537,13.499256
"3623f3a0-3bdf-40b3-972e-a7708fb92001","2023-11-19T14:35:37Z","escooter",52.508006,13.497217
"e3cb8a75-6f71-43de-949d-05b78531a407","2023-11-19T15:05:04Z","escooter",52.508537,13.499256
"3623f3a0-3bdf-40b3-972e-a7708fb92001","2023-11-19T15:51:37Z","escooter",52.508006,13.497217
"8a91fc6f-f3a4-4e02-b439-3569b535d476","2023-11-19T16:37:24Z","escooter",52.509111,13.497488
"e3cb8a75-6f71-43de-949d-05b78531a407","2023-11-19T16:09:04Z","escooter",52.508537,13.499256
"3623f3a0-3bdf-40b3-972e-a7708fb92001","2023-11-19T17:27:37Z","escooter",52.508006,13.497217
"e3cb8a75-6f71-43de-949d-05b78531a407","2023-11-19T17:25:04Z","escooter",52.508537,13.499256
"3623f3a0-3bdf-40b3-972e-a7708fb92001","2023-11-19T17:27:37Z","escooter",52.508006,13.497217
"e3cb8a75-6f71-43de-949d-05b78531a407","2023-11-19T18:29:05Z","escooter",52.508537,13.499256
