ID, created_at, vehicle, latitude, longitude
"c50ee7b8-84b2-490e-a44b-d7b6a989f382","2022-11-13T06:39:50Z","escooter",52.507878,13.497212
"05918b76-f70d-486f-a6db-9e465a82e601","2022-11-13T06:39:17Z","escooter",52.509482,13.499771
"73773e6b-6998-45d1-a58d-655a5a4e7028","2022-11-13T06:43:49Z","escooter",52.509463,13.498151
"de4da791-db79-4b3e-9a9a-e0684ad11222","2022-11-13T06:47:18Z","escooter",52.510124,13.498349
"1209df94-5c8d-4ada-a34f-8cb51ae2ea97","2022-11-13T06:48:44Z","escooter",52.509265,13.500144
"e077f1a8-6765-44a8-b408-6d30769179de","2022-11-13T06:49:07Z","escooter",52.510214,13.498261
"735cff91-da11-4448-b046-ff217b28cb54","2022-11-13T06:41:40Z","escooter",52.509608,13.499528
"c50ee7b8-84b2-490e-a44b-d7b6a989f382","2022-11-13T07:39:54Z","escooter",52.507878,13.497212
"05918b76-f70d-486f-a6db-9e465a82e601","2022-11-13T07:39:20Z","escooter",52.509482,13.499771
"fc136d40-dcee-4955-83ed-e8824c6d41db","2022-11-13T07:39:34Z","escooter",52.508704,13.497634
"7c3b26d5-45d9-43ec-b9bd-7f2740dd33c6","2022-11-13T07:37:27Z","escooter",52.509253,13.497536
"73773e6b-6998-45d1-a58d-655a5a4e7028","2022-11-13T07:33:52Z","escooter",52.509463,13.498151
"de4da791-db79-4b3e-9a9a-e0684ad11222","2022-11-13T07:40:08Z","escooter",52.510124,13.498349
"1209df94-5c8d-4ada-a34f-8cb51ae2ea97","2022-11-13T07:34:12Z","escooter",52.509265,13.500144
"e077f1a8-6765-44a8-b408-6d30769179de","2022-11-13T07:39:10Z","escooter",52.510214,13.498261
"735cff91-da11-4448-b046-ff217b28cb54","2022-11-13T07:34:00Z","escooter",52.509608,13.499528
"c50ee7b8-84b2-490e-a44b-d7b6a989f382","2022-11-13T08:42:43Z","escooter",52.507878,13.497212
"e0528060-7a16-4382-8da2-dfaa6f7ee967","2022-11-13T08:47:17Z","escooter",52.508774,13.497678
"05918b76-f70d-486f-a6db-9e465a82e601","2022-11-13T08:39:24Z","escooter",52.509482,13.499771
"fc136d40-dcee-4955-83ed-e8824c6d41db","2022-11-13T08:47:04Z","escooter",52.508958,13.497561
"7c3b26d5-45d9-43ec-b9bd-7f2740dd33c6","2022-11-13T08:41:28Z","escooter",52.509272,13.497547
"73773e6b-6998-45d1-a58d-655a5a4e7028","2022-11-13T08:43:56Z","escooter",52.509463,13.498151
"de4da791-db79-4b3e-9a9a-e0684ad11222","2022-11-13T08:47:17Z","escooter",52.510124,13.498349
"1209df94-5c8d-4ada-a34f-8cb51ae2ea97","2022-11-13T08:44:16Z","escooter",52.509265,13.500144
"e077f1a8-6765-44a8-b408-6d30769179de","2022-11-13T08:39:14Z","escooter",52.510214,13.498261
"735cff91-da11-4448-b046-ff217b28cb54","2022-11-13T08:41:48Z","escooter",52.509608,13.499528
"b6695e45-24cb-45e9-9fc7-16f008a999a1","2022-11-13T09:40:07Z","escooter",52.511221,13.497331
"baaee598-966a-451a-8bb5-f8c4fde060cd","2022-11-13T09:39:42Z","escooter",52.510315,13.499184
"c50ee7b8-84b2-490e-a44b-d7b6a989f382","2022-11-13T09:40:00Z","escooter",52.507878,13.497212
"e0528060-7a16-4382-8da2-dfaa6f7ee967","2022-11-13T09:37:20Z","escooter",52.508774,13.497678
"05918b76-f70d-486f-a6db-9e465a82e601","2022-11-13T09:39:28Z","escooter",52.509482,13.499771
"fc136d40-dcee-4955-83ed-e8824c6d41db","2022-11-13T09:43:04Z","escooter",52.50885,13.49746
"7c3b26d5-45d9-43ec-b9bd-7f2740dd33c6","2022-11-13T09:41:31Z","escooter",52.509272,13.497547
"73773e6b-6998-45d1-a58d-655a5a4e7028","2022-11-13T09:35:06Z","escooter",52.509463,13.498151
"de4da791-db79-4b3e-9a9a-e0684ad11222","2022-11-13T09:40:15Z","escooter",52.51002,13.498262
"1209df94-5c8d-4ada-a34f-8cb51ae2ea97","2022-11-13T09:34:19Z","escooter",52.509265,13.500144
"e077f1a8-6765-44a8-b408-6d30769179de","2022-11-13T09:39:19Z","escooter",52.510214,13.498261
"735cff91-da11-4448-b046-ff217b28cb54","2022-11-13T09:41:52Z","escooter",52.509608,13.499528
"784884c2-a114-4ecb-9165-2ac32cc697fe","2022-11-13T15:41:51Z","escooter",52.509464,13.500379
"c50ee7b8-84b2-490e-a44b-d7b6a989f382","2022-11-13T15:40:22Z","escooter",52.507878,13.497212
"e0528060-7a16-4382-8da2-dfaa6f7ee967","2022-11-13T15:37:42Z","escooter",52.508774,13.497678
"424e99ce-dfa4-40be-9956-5df11c8af110","2022-11-13T15:44:59Z","escooter",52.508892,13.497711
"05918b76-f70d-486f-a6db-9e465a82e601","2022-11-13T15:39:49Z","escooter",52.509482,13.499771
