ID, created_at, vehicle, latitude, longitude
"63b6e1c0-dc9e-41a3-b530-259451f605b3","2023-02-22T06:43:13Z","escooter",52.510017,13.50032
"0d0cf6ae-2381-4b8f-9f00-522dc83e268b","2023-02-22T06:40:28Z","escooter",52.511208,13.497179
"6d056866-8103-4e97-8627-2ddc0f498843","2023-02-22T06:43:14Z","escooter",52.510318,13.499185
"fbf4cf19-b0bf-4bd3-b050-85527ba2a6fe","2023-02-22T07:37:42Z","escooter",52.50894,13.497679
"63b6e1c0-dc9e-41a3-b530-259451f605b3","2023-02-22T07:33:16Z","escooter",52.510017,13.50032
"0d0cf6ae-2381-4b8f-9f00-522dc83e268b","2023-02-22T07:30:31Z","escooter",52.511208,13.497179
"6d056866-8103-4e97-8627-2ddc0f498843","2023-02-22T07:39:26Z","escooter",52.510375,13.499152
"fbf4cf19-b0bf-4bd3-b050-85527ba2a6fe","2023-02-22T08:35:03Z","escooter",52.508978,13.497692
"63b6e1c0-dc9e-41a3-b530-259451f605b3","2023-02-22T08:33:19Z","escooter",52.510017,13.50032
"0d0cf6ae-2381-4b8f-9f00-522dc83e268b","2023-02-22T08:40:35Z","escooter",52.511208,13.497179
"6d056866-8103-4e97-8627-2ddc0f498843","2023-02-22T08:39:29Z","escooter",52.510252,13.499166
"fbf4cf19-b0bf-4bd3-b050-85527ba2a6fe","2023-02-22T09:35:05Z","escooter",52.508978,13.497692
"63b6e1c0-dc9e-41a3-b530-259451f605b3","2023-02-22T09:33:23Z","escooter",52.510017,13.50032
"0d0cf6ae-2381-4b8f-9f00-522dc83e268b","2023-02-22T09:30:38Z","escooter",52.511208,13.497179
"6d056866-8103-4e97-8627-2ddc0f498843","2023-02-22T09:39:33Z","escooter",52.510332,13.499182
"63b6e1c0-dc9e-41a3-b530-259451f605b3","2023-02-22T15:38:26Z","escooter",52.510017,13.50032
"00956617-25df-4d55-ba7e-48f4d4743e68","2023-02-22T15:36:38Z","escooter",52.511213,13.497144
"0d0cf6ae-2381-4b8f-9f00-522dc83e268b","2023-02-22T15:41:00Z","escooter",52.511208,13.497179
"6d056866-8103-4e97-8627-2ddc0f498843","2023-02-22T15:39:54Z","escooter",52.510313,13.499158
"63b6e1c0-dc9e-41a3-b530-259451f605b3","2023-02-22T16:46:26Z","escooter",52.510017,13.50032
"00956617-25df-4d55-ba7e-48f4d4743e68","2023-02-22T16:46:42Z","escooter",52.511213,13.497144
"a6eb98b1-388a-4bdd-ad53-be35c5217e7d","2023-02-22T16:46:36Z","escooter",52.509275,13.499764
"0d0cf6ae-2381-4b8f-9f00-522dc83e268b","2023-02-22T16:41:04Z","escooter",52.511208,13.497179
"6d056866-8103-4e97-8627-2ddc0f498843","2023-02-22T16:47:14Z","escooter",52.510304,13.499311
"63b6e1c0-dc9e-41a3-b530-259451f605b3","2023-02-22T17:34:37Z","escooter",52.510017,13.50032
"00956617-25df-4d55-ba7e-48f4d4743e68","2023-02-22T17:36:45Z","escooter",52.511213,13.497144
"a6eb98b1-388a-4bdd-ad53-be35c5217e7d","2023-02-22T17:36:39Z","escooter",52.509275,13.499764
"0d0cf6ae-2381-4b8f-9f00-522dc83e268b","2023-02-22T17:31:49Z","escooter",52.511208,13.497179
"6d056866-8103-4e97-8627-2ddc0f498843","2023-02-22T17:39:14Z","escooter",52.510292,13.499232
"63b6e1c0-dc9e-41a3-b530-259451f605b3","2023-02-22T18:42:26Z","escooter",52.510017,13.50032
"00956617-25df-4d55-ba7e-48f4d4743e68","2023-02-22T18:36:49Z","escooter",52.511213,13.497144
"a6eb98b1-388a-4bdd-ad53-be35c5217e7d","2023-02-22T18:38:15Z","escooter",52.509275,13.499764
"0d0cf6ae-2381-4b8f-9f00-522dc83e268b","2023-02-22T18:41:11Z","escooter",52.511208,13.497179
"6d056866-8103-4e97-8627-2ddc0f498843","2023-02-22T18:43:15Z","escooter",52.510318,13.499238
